Time,System Production (W)
11/26/2018 00:00,"0"
11/26/2018 00:15,"0"
11/26/2018 00:30,"0"
11/26/2018 00:45,"0"
11/26/2018 01:00,"0"
11/26/2018 01:15,"0"
11/26/2018 01:30,"0"
11/26/2018 01:45,"0"
11/26/2018 02:00,"0"
11/26/2018 02:15,"0"
11/26/2018 02:30,"0"
11/26/2018 02:45,"0"
11/26/2018 03:00,"0"
11/26/2018 03:15,"0"
11/26/2018 03:30,"0"
11/26/2018 03:45,"0"
11/26/2018 04:00,"0"
11/26/2018 04:15,"0"
11/26/2018 04:30,"0"
11/26/2018 04:45,"0"
11/26/2018 05:00,"0"
11/26/2018 05:15,"0"
11/26/2018 05:30,"0"
11/26/2018 05:45,"0"
11/26/2018 06:00,"0"
11/26/2018 06:15,"0"
11/26/2018 06:30,"0"
11/26/2018 06:45,"0"
11/26/2018 07:00,"0"
11/26/2018 07:15,"0"
11/26/2018 07:30,"0"
11/26/2018 07:45,"0"
11/26/2018 08:00,"0"
11/26/2018 08:15,"0"
11/26/2018 08:30,"0"
11/26/2018 08:45,"0"
11/26/2018 09:00,"0"
11/26/2018 09:15,"0"
11/26/2018 09:30,"0"
11/26/2018 09:45,"0"
11/26/2018 10:00,"0"
11/26/2018 10:15,"0"
11/26/2018 10:30,"0"
11/26/2018 10:45,"0"
11/26/2018 11:00,"0"
11/26/2018 11:15,"0"
11/26/2018 11:30,"0"
11/26/2018 11:45,"0"
11/26/2018 12:00,"0"
11/26/2018 12:15,"0"
11/26/2018 12:30,"0"
11/26/2018 12:45,"0"
11/26/2018 13:00,"20.7232"
11/26/2018 13:15,"63.9336"
11/26/2018 13:30,"148.6073"
11/26/2018 13:45,"124.9919"
11/26/2018 14:00,"76.7017"
11/26/2018 14:15,"49.5801"
11/26/2018 14:30,"28.0127"
11/26/2018 14:45,"8.1954"
11/26/2018 15:00,"0"
11/26/2018 15:15,"0"
11/26/2018 15:30,"0"
11/26/2018 15:45,"0"
11/26/2018 16:00,"0"
11/26/2018 16:15,"0"
11/26/2018 16:30,"0"
11/26/2018 16:45,"0"
11/26/2018 17:00,"0"
11/26/2018 17:15,"0"
11/26/2018 17:30,"0"
11/26/2018 17:45,"0"
11/26/2018 18:00,"0"
11/26/2018 18:15,"0"
11/26/2018 18:30,"0"
11/26/2018 18:45,"0"
11/26/2018 19:00,"0"
11/26/2018 19:15,"0"
11/26/2018 19:30,"0"
11/26/2018 19:45,"0"
11/26/2018 20:00,"0"
11/26/2018 20:15,"0"
11/26/2018 20:30,"0"
11/26/2018 20:45,"0"
11/26/2018 21:00,"0"
11/26/2018 21:15,"0"
11/26/2018 21:30,"0"
11/26/2018 21:45,"0"
11/26/2018 22:00,"0"
11/26/2018 22:15,"0"
11/26/2018 22:30,"0"
11/26/2018 22:45,"0"
11/26/2018 23:00,"0"
11/26/2018 23:15,"0"
11/26/2018 23:30,"0"
11/26/2018 23:45,"0"
11/27/2018 00:00,"0"
11/27/2018 00:15,"0"
11/27/2018 00:30,"0"
11/27/2018 00:45,"0"
11/27/2018 01:00,"0"
11/27/2018 01:15,"0"
11/27/2018 01:30,"0"
11/27/2018 01:45,"0"
11/27/2018 02:00,"0"
11/27/2018 02:15,"0"
11/27/2018 02:30,"0"
11/27/2018 02:45,"0"
11/27/2018 03:00,"0"
11/27/2018 03:15,"0"
11/27/2018 03:30,"0"
11/27/2018 03:45,"0"
11/27/2018 04:00,"0"
11/27/2018 04:15,"0"
11/27/2018 04:30,"0"
11/27/2018 04:45,"0"
11/27/2018 05:00,"0"
11/27/2018 05:15,"0"
11/27/2018 05:30,"0"
11/27/2018 05:45,"0"
11/27/2018 06:00,"0"
11/27/2018 06:15,"0"
11/27/2018 06:30,"0"
11/27/2018 06:45,"0"
11/27/2018 07:00,"0"
11/27/2018 07:15,"0"
11/27/2018 07:30,"0"
11/27/2018 07:45,"0"
11/27/2018 08:00,"0"
11/27/2018 08:15,"0"
11/27/2018 08:30,"44.3568"
11/27/2018 08:45,"171.709"
11/27/2018 09:00,"259.9022"
11/27/2018 09:15,"391.5274"
11/27/2018 09:30,"573.2842"
11/27/2018 09:45,"395.415"
11/27/2018 10:00,"780.2546"
11/27/2018 10:15,"1365.0188"
11/27/2018 10:30,"1500.7745"
11/27/2018 10:45,"1597.233"
11/27/2018 11:00,"1375.069"
11/27/2018 11:15,"589.8582"
11/27/2018 11:30,"124.9866"
11/27/2018 11:45,"576.4906"
11/27/2018 12:00,"268.3492"
11/27/2018 12:15,"350.5207"
11/27/2018 12:30,"222.9017"
11/27/2018 12:45,"247.2878"
11/27/2018 13:00,"212.9767"
11/27/2018 13:15,"190.7369"
11/27/2018 13:30,"166.8035"
11/27/2018 13:45,"114.0563"
11/27/2018 14:00,"50.0408"
11/27/2018 14:15,"47.6609"
11/27/2018 14:30,"45.6724"
11/27/2018 14:45,"23.2468"
11/27/2018 15:00,"7.9906"
11/27/2018 15:15,"0"
11/27/2018 15:30,"0"
11/27/2018 15:45,"0"
11/27/2018 16:00,"0"
11/27/2018 16:15,"0"
11/27/2018 16:30,"0"
11/27/2018 16:45,"0"
11/27/2018 17:00,"0"
11/27/2018 17:15,"0"
11/27/2018 17:30,"0"
11/27/2018 17:45,"0"
11/27/2018 18:00,"0"
11/27/2018 18:15,"0"
11/27/2018 18:30,"0"
11/27/2018 18:45,"0"
11/27/2018 19:00,"0"
11/27/2018 19:15,"0"
11/27/2018 19:30,"0"
11/27/2018 19:45,"0"
11/27/2018 20:00,"0"
11/27/2018 20:15,"0"
11/27/2018 20:30,"0"
11/27/2018 20:45,"0"
11/27/2018 21:00,"0"
11/27/2018 21:15,"0"
11/27/2018 21:30,"0"
11/27/2018 21:45,"0"
11/27/2018 22:00,"0"
11/27/2018 22:15,"0"
11/27/2018 22:30,"0"
11/27/2018 22:45,"0"
11/27/2018 23:00,"0"
11/27/2018 23:15,"0"
11/27/2018 23:30,"0"
11/27/2018 23:45,"0"
11/28/2018 00:00,"0"
11/28/2018 00:15,"0"
11/28/2018 00:30,"0"
11/28/2018 00:45,"0"
11/28/2018 01:00,"0"
11/28/2018 01:15,"0"
11/28/2018 01:30,"0"
11/28/2018 01:45,"0"
11/28/2018 02:00,"0"
11/28/2018 02:15,"0"
11/28/2018 02:30,"0"
11/28/2018 02:45,"0"
11/28/2018 03:00,"0"
11/28/2018 03:15,"0"
11/28/2018 03:30,"0"
11/28/2018 03:45,"0"
11/28/2018 04:00,"0"
11/28/2018 04:15,"0"
11/28/2018 04:30,"0"
11/28/2018 04:45,"0"
11/28/2018 05:00,"0"
11/28/2018 05:15,"0"
11/28/2018 05:30,"0"
11/28/2018 05:45,"0"
11/28/2018 06:00,"0"
11/28/2018 06:15,"0"
11/28/2018 06:30,"0"
11/28/2018 06:45,"0"
11/28/2018 07:00,"0"
11/28/2018 07:15,"0"
11/28/2018 07:30,"0"
11/28/2018 07:45,"0"
11/28/2018 08:00,"0"
11/28/2018 08:15,"0"
11/28/2018 08:30,"0.1188"
11/28/2018 08:45,"22.2081"
11/28/2018 09:00,"21.4515"
11/28/2018 09:15,"82.9106"
11/28/2018 09:30,"114.2794"
11/28/2018 09:45,"147.664"
11/28/2018 10:00,"205.9669"
11/28/2018 10:15,"235.3659"
11/28/2018 10:30,"221.1853"
11/28/2018 10:45,"281.25"
11/28/2018 11:00,"212.6192"
11/28/2018 11:15,"169.2851"
11/28/2018 11:30,"84.2776"
11/28/2018 11:45,"123.608"
11/28/2018 12:00,"351.4703"
11/28/2018 12:15,"265.4998"
11/28/2018 12:30,"102.5209"
