Time,System Production (W)
05/27/2019 00:00,"0"
05/27/2019 00:15,"0"
05/27/2019 00:30,"0"
05/27/2019 00:45,"0"
05/27/2019 01:00,"0"
05/27/2019 01:15,"0"
05/27/2019 01:30,"0"
05/27/2019 01:45,"0"
05/27/2019 02:00,"0"
05/27/2019 02:15,"0"
05/27/2019 02:30,"0"
05/27/2019 02:45,"0"
05/27/2019 03:00,"0"
05/27/2019 03:15,"0"
05/27/2019 03:30,"0"
05/27/2019 03:45,"0"
05/27/2019 04:00,"0"
05/27/2019 04:15,"0"
05/27/2019 04:30,"0"
05/27/2019 04:45,"0"
05/27/2019 05:00,"0"
05/27/2019 05:15,"0"
05/27/2019 05:30,"0"
05/27/2019 05:45,"52.5477"
05/27/2019 06:00,"101.9122"
05/27/2019 06:15,"185.041"
05/27/2019 06:30,"267.1261"
05/27/2019 06:45,"333.2201"
05/27/2019 07:00,"514.468"
05/27/2019 07:15,"432.6736"
05/27/2019 07:30,"637.5822"
05/27/2019 07:45,"667.2178"
05/27/2019 08:00,"484.6772"
05/27/2019 08:15,"712.6235"
05/27/2019 08:30,"652.5723"
05/27/2019 08:45,"690.6983"
05/27/2019 09:00,"542.3777"
05/27/2019 09:15,"547.8318"
05/27/2019 09:30,"606.4327"
05/27/2019 09:45,"663.8901"
05/27/2019 10:00,"633.8717"
05/27/2019 10:15,"369.7984"
05/27/2019 10:30,"406.6309"
05/27/2019 10:45,"370.2213"
05/27/2019 11:00,"297.9792"
05/27/2019 11:15,"288.3498"
05/27/2019 11:30,"328.9672"
05/27/2019 11:45,"458.5365"
05/27/2019 12:00,"326.8602"
05/27/2019 12:15,"217.955"
05/27/2019 12:30,"129.0884"
05/27/2019 12:45,"165.7319"
05/27/2019 13:00,"215.0917"
05/27/2019 13:15,"272.6456"
05/27/2019 13:30,"337.464"
05/27/2019 13:45,"283.9839"
05/27/2019 14:00,"198.1634"
05/27/2019 14:15,"231.965"
05/27/2019 14:30,"185.7889"
05/27/2019 14:45,"158.4122"
05/27/2019 15:00,"229.5112"
05/27/2019 15:15,"279.0789"
05/27/2019 15:30,"214.2377"
05/27/2019 15:45,"411.1268"
05/27/2019 16:00,"448.5943"
05/27/2019 16:15,"122.3594"
05/27/2019 16:30,"71.4741"
05/27/2019 16:45,"42.9626"
05/27/2019 17:00,"89.9902"
05/27/2019 17:15,"97.2889"
05/27/2019 17:30,"147.405"
05/27/2019 17:45,"243.813"
05/27/2019 18:00,"262.9019"
05/27/2019 18:15,"326.0205"
05/27/2019 18:30,"162.2456"
05/27/2019 18:45,"116.1455"
05/27/2019 19:00,"161.6171"
05/27/2019 19:15,"126.1715"
05/27/2019 19:30,"176.7228"
05/27/2019 19:45,"81.9567"
05/27/2019 20:00,"163.4887"
05/27/2019 20:15,"49.5011"
05/27/2019 20:30,"204.8345"
05/27/2019 20:45,"64.2392"
05/27/2019 21:00,"9.3105"
05/27/2019 21:15,"0"
05/27/2019 21:30,"0"
05/27/2019 21:45,"0"
05/27/2019 22:00,"0"
05/27/2019 22:15,"0"
05/27/2019 22:30,"0"
05/27/2019 22:45,"0"
05/27/2019 23:00,"0"
05/27/2019 23:15,"0"
05/27/2019 23:30,"0"
05/27/2019 23:45,"0"
05/28/2019 00:00,"0"
05/28/2019 00:15,"0"
05/28/2019 00:30,"0"
05/28/2019 00:45,"0"
05/28/2019 01:00,"0"
05/28/2019 01:15,"0"
05/28/2019 01:30,"0"
05/28/2019 01:45,"0"
05/28/2019 02:00,"0"
05/28/2019 02:15,"0"
05/28/2019 02:30,"0"
05/28/2019 02:45,"0"
05/28/2019 03:00,"0"
05/28/2019 03:15,"0"
05/28/2019 03:30,"0"
05/28/2019 03:45,"0"
05/28/2019 04:00,"0"
05/28/2019 04:15,"0"
05/28/2019 04:30,"0"
05/28/2019 04:45,"0"
05/28/2019 05:00,"0"
05/28/2019 05:15,"10.9632"
05/28/2019 05:30,"33.2794"
05/28/2019 05:45,"60.3678"
05/28/2019 06:00,"49.7208"
05/28/2019 06:15,"230.5607"
05/28/2019 06:30,"129.4688"
05/28/2019 06:45,"145.8799"
05/28/2019 07:00,"219.2679"
05/28/2019 07:15,"249.8398"
05/28/2019 07:30,"168.9929"
05/28/2019 07:45,"214.7212"
05/28/2019 08:00,"154.3238"
05/28/2019 08:15,"53.1483"
05/28/2019 08:30,"70.6387"
05/28/2019 08:45,"95.4239"
05/28/2019 09:00,"65.2444"
05/28/2019 09:15,"132.0369"
05/28/2019 09:30,"161.5418"
05/28/2019 09:45,"103.0935"
05/28/2019 10:00,"119.5928"
05/28/2019 10:15,"207.8621"
05/28/2019 10:30,"196.4075"
05/28/2019 10:45,"160.7332"
05/28/2019 11:00,"169.4105"
05/28/2019 11:15,"168.0131"
05/28/2019 11:30,"140.9466"
05/28/2019 11:45,"211.8885"
05/28/2019 12:00,"271.9848"
05/28/2019 12:15,"278.5161"
05/28/2019 12:30,"328.5621"
05/28/2019 12:45,"274.8352"
05/28/2019 13:00,"276.3113"
05/28/2019 13:15,"263.9894"
05/28/2019 13:30,"507.7037"
05/28/2019 13:45,"759.1992"
05/28/2019 14:00,"395.1509"
05/28/2019 14:15,"327.8296"
05/28/2019 14:30,"144.6086"
05/28/2019 14:45,"104.0134"
05/28/2019 15:00,"54.0566"
05/28/2019 15:15,"58.6783"
05/28/2019 15:30,"58.2216"
05/28/2019 15:45,"61.8547"
05/28/2019 16:00,"40.9204"
05/28/2019 16:15,"39.5403"
05/28/2019 16:30,"43.7783"
05/28/2019 16:45,"50.9415"
05/28/2019 17:00,"78.2497"
05/28/2019 17:15,"78.715"
05/28/2019 17:30,"92.7885"
05/28/2019 17:45,"100.8754"
