Time,System Production (W)
02/24/2020 00:00,"0"
02/24/2020 00:15,"0"
02/24/2020 00:30,"0"
02/24/2020 00:45,"0"
02/24/2020 01:00,"0"
02/24/2020 01:15,"0"
02/24/2020 01:30,"0"
02/24/2020 01:45,"0"
02/24/2020 02:00,"0"
02/24/2020 02:15,"0"
02/24/2020 02:30,"0"
02/24/2020 02:45,"0"
02/24/2020 03:00,"0"
02/24/2020 03:15,"0"
02/24/2020 03:30,"0"
02/24/2020 03:45,"0"
02/24/2020 04:00,"0"
02/24/2020 04:15,"0"
02/24/2020 04:30,"0"
02/24/2020 04:45,"0"
02/24/2020 05:00,"0"
02/24/2020 05:15,"0"
02/24/2020 05:30,"0"
02/24/2020 05:45,"0"
02/24/2020 06:00,"0"
02/24/2020 06:15,"0"
02/24/2020 06:30,"0"
02/24/2020 06:45,"0"
02/24/2020 07:00,"0"
02/24/2020 07:15,"0"
02/24/2020 07:30,"0"
02/24/2020 07:45,"4.0673"
02/24/2020 08:00,"7.9592"
02/24/2020 08:15,"88.7388"
02/24/2020 08:30,"181.0925"
02/24/2020 08:45,"199.5854"
02/24/2020 09:00,"177.0375"
02/24/2020 09:15,"298.7071"
02/24/2020 09:30,"250.511"
02/24/2020 09:45,"523.0804"
02/24/2020 10:00,"257.2357"
02/24/2020 10:15,"843.3059"
02/24/2020 10:30,"537.3582"
02/24/2020 10:45,"779.4355"
02/24/2020 11:00,"738.1855"
02/24/2020 11:15,"895.5662"
02/24/2020 11:30,"964.3999"
02/24/2020 11:45,"531.4814"
02/24/2020 12:00,"1083.5244"
02/24/2020 12:15,"1040.582"
02/24/2020 12:30,"863.4795"
02/24/2020 12:45,"558.2448"
02/24/2020 13:00,"446.9606"
02/24/2020 13:15,"275.6858"
02/24/2020 13:30,"217.8665"
02/24/2020 13:45,"202.7151"
02/24/2020 14:00,"196.973"
02/24/2020 14:15,"192.5528"
02/24/2020 14:30,"176.5658"
02/24/2020 14:45,"164.4819"
02/24/2020 15:00,"128.3356"
02/24/2020 15:15,"109.2719"
02/24/2020 15:30,"94.4757"
02/24/2020 15:45,"81.4838"
02/24/2020 16:00,"71.3999"
02/24/2020 16:15,"61.3416"
02/24/2020 16:30,"46.297"
02/24/2020 16:45,"32.284"
02/24/2020 17:00,"10.2732"
02/24/2020 17:15,"3.0089"
02/24/2020 17:30,"0"
02/24/2020 17:45,"0"
02/24/2020 18:00,"0"
02/24/2020 18:15,"0"
02/24/2020 18:30,"0"
02/24/2020 18:45,"0"
02/24/2020 19:00,"0"
02/24/2020 19:15,"0"
02/24/2020 19:30,"0"
02/24/2020 19:45,"0"
02/24/2020 20:00,"0"
02/24/2020 20:15,"0"
02/24/2020 20:30,"0"
02/24/2020 20:45,"0"
02/24/2020 21:00,"0"
02/24/2020 21:15,"0"
02/24/2020 21:30,"0"
02/24/2020 21:45,"0"
02/24/2020 22:00,"0"
02/24/2020 22:15,"0"
02/24/2020 22:30,"0"
02/24/2020 22:45,"0"
02/24/2020 23:00,"0"
02/24/2020 23:15,"0"
02/24/2020 23:30,"0"
02/24/2020 23:45,"0"
02/25/2020 00:00,"0"
02/25/2020 00:15,"0"
02/25/2020 00:30,"0"
02/25/2020 00:45,"0"
02/25/2020 01:00,"0"
02/25/2020 01:15,"0"
02/25/2020 01:30,"0"
02/25/2020 01:45,"0"
02/25/2020 02:00,"0"
02/25/2020 02:15,"0"
02/25/2020 02:30,"0"
02/25/2020 02:45,"0"
02/25/2020 03:00,"0"
02/25/2020 03:15,"0"
02/25/2020 03:30,"0"
02/25/2020 03:45,"0"
02/25/2020 04:00,"0"
02/25/2020 04:15,"0"
02/25/2020 04:30,"0"
02/25/2020 04:45,"0"
02/25/2020 05:00,"0"
02/25/2020 05:15,"0"
02/25/2020 05:30,"0"
02/25/2020 05:45,"0"
02/25/2020 06:00,"0"
02/25/2020 06:15,"0"
02/25/2020 06:30,"0"
02/25/2020 06:45,"0"
02/25/2020 07:00,"0"
02/25/2020 07:15,"0"
02/25/2020 07:30,"0"
02/25/2020 07:45,"22.3867"
02/25/2020 08:00,"44.5371"
02/25/2020 08:15,"79.3714"
02/25/2020 08:30,"164.513"
02/25/2020 08:45,"240.3124"
02/25/2020 09:00,"310.7661"
02/25/2020 09:15,"389.0075"
02/25/2020 09:30,"261.3469"
02/25/2020 09:45,"307.9513"
02/25/2020 10:00,"269.7335"
02/25/2020 10:15,"360.9187"
02/25/2020 10:30,"272.0993"
02/25/2020 10:45,"239.2648"
02/25/2020 11:00,"229.3289"
02/25/2020 11:15,"265.2872"
02/25/2020 11:30,"254.8064"
