Time,System Production (W)
05/10/2021 00:00,"0"
05/10/2021 00:15,"0"
05/10/2021 00:30,"0"
05/10/2021 00:45,"0"
05/10/2021 01:00,"0"
05/10/2021 01:15,"0"
05/10/2021 01:30,"0"
05/10/2021 01:45,"0"
05/10/2021 02:00,"0"
05/10/2021 02:15,"0"
05/10/2021 02:30,"0"
05/10/2021 02:45,"0"
05/10/2021 03:00,"0"
05/10/2021 03:15,"0"
05/10/2021 03:30,"0"
05/10/2021 03:45,"0"
05/10/2021 04:00,"0"
05/10/2021 04:15,"0"
05/10/2021 04:30,"0"
05/10/2021 04:45,"0"
05/10/2021 05:00,"0"
05/10/2021 05:15,"0"
05/10/2021 05:30,"0"
05/10/2021 05:45,"12.7342"
05/10/2021 06:00,"33.6304"
05/10/2021 06:15,"67.7216"
05/10/2021 06:30,"144.5206"
05/10/2021 06:45,"229.1445"
05/10/2021 07:00,"303.3675"
05/10/2021 07:15,"390.8953"
05/10/2021 07:30,"475.0879"
05/10/2021 07:45,"565.214"
05/10/2021 08:00,"651.7303"
05/10/2021 08:15,"740.1939"
05/10/2021 08:30,"820.3204"
05/10/2021 08:45,"907.3133"
05/10/2021 09:00,"984.9619"
05/10/2021 09:15,"1062.5759"
05/10/2021 09:30,"1141.2971"
05/10/2021 09:45,"1209.8187"
05/10/2021 10:00,"1280.1608"
05/10/2021 10:15,"1343.6556"
05/10/2021 10:30,"1391.8411"
05/10/2021 10:45,"1447.5397"
05/10/2021 11:00,"1493.1058"
05/10/2021 11:15,"1541.8456"
05/10/2021 11:30,"1564.1818"
05/10/2021 11:45,"1610.6864"
05/10/2021 12:00,"1596.2437"
05/10/2021 12:15,"1634.5406"
05/10/2021 12:30,"1667.5421"
05/10/2021 12:45,"1678.9382"
05/10/2021 13:00,"1680.3767"
05/10/2021 13:15,"1643.0715"
05/10/2021 13:30,"1645.2667"
05/10/2021 13:45,"1609.5059"
05/10/2021 14:00,"1208.9512"
05/10/2021 14:15,"553.5513"
05/10/2021 14:30,"564.4201"
05/10/2021 14:45,"539.4885"
05/10/2021 15:00,"548.6763"
05/10/2021 15:15,"579.688"
05/10/2021 15:30,"478.0713"
05/10/2021 15:45,"438.6989"
05/10/2021 16:00,"441.3925"
05/10/2021 16:15,"422.8985"
05/10/2021 16:30,"288.0815"
05/10/2021 16:45,"271.0193"
05/10/2021 17:00,"267.5486"
05/10/2021 17:15,"246.4731"
05/10/2021 17:30,"236.3096"
05/10/2021 17:45,"228.9651"
05/10/2021 18:00,"225.1023"
05/10/2021 18:15,"229.3248"
05/10/2021 18:30,"302.3526"
05/10/2021 18:45,"240.5479"
05/10/2021 19:00,"208.7336"
05/10/2021 19:15,"239.3503"
05/10/2021 19:30,"151.1817"
05/10/2021 19:45,"107.5592"
05/10/2021 20:00,"112.1416"
05/10/2021 20:15,"84.3343"
05/10/2021 20:30,"43.444"
05/10/2021 20:45,"9.4047"
05/10/2021 21:00,"0"
05/10/2021 21:15,"0"
05/10/2021 21:30,"0"
05/10/2021 21:45,"0"
05/10/2021 22:00,"0"
05/10/2021 22:15,"0"
05/10/2021 22:30,"0"
05/10/2021 22:45,"0"
05/10/2021 23:00,"0"
05/10/2021 23:15,"0"
05/10/2021 23:30,"0"
05/10/2021 23:45,"0"
05/11/2021 00:00,"0"
05/11/2021 00:15,"0"
05/11/2021 00:30,"0"
05/11/2021 00:45,"0"
05/11/2021 01:00,"0"
05/11/2021 01:15,"0"
05/11/2021 01:30,"0"
05/11/2021 01:45,"0"
05/11/2021 02:00,"0"
05/11/2021 02:15,"0"
05/11/2021 02:30,"0"
05/11/2021 02:45,"0"
05/11/2021 03:00,"0"
05/11/2021 03:15,"0"
05/11/2021 03:30,"0"
05/11/2021 03:45,"0"
05/11/2021 04:00,"0"
05/11/2021 04:15,"0"
05/11/2021 04:30,"0"
05/11/2021 04:45,"0"
05/11/2021 05:00,"0"
05/11/2021 05:15,"0"
05/11/2021 05:30,"0"
05/11/2021 05:45,"12.0642"
05/11/2021 06:00,"31.7744"
05/11/2021 06:15,"80.9685"
