Time,System Production (W)
03/08/2021 00:00,"0"
03/08/2021 00:15,"0"
03/08/2021 00:30,"0"
03/08/2021 00:45,"0"
03/08/2021 01:00,"0"
03/08/2021 01:15,"0"
03/08/2021 01:30,"0"
03/08/2021 01:45,"0"
03/08/2021 02:00,"0"
03/08/2021 02:15,"0"
03/08/2021 02:30,"0"
03/08/2021 02:45,"0"
03/08/2021 03:00,"0"
03/08/2021 03:15,"0"
03/08/2021 03:30,"0"
03/08/2021 03:45,"0"
03/08/2021 04:00,"0"
03/08/2021 04:15,"0"
03/08/2021 04:30,"0"
03/08/2021 04:45,"0"
03/08/2021 05:00,"0"
03/08/2021 05:15,"0"
03/08/2021 05:30,"0"
03/08/2021 05:45,"0"
03/08/2021 06:00,"0"
03/08/2021 06:15,"0"
03/08/2021 06:30,"0"
03/08/2021 06:45,"0"
03/08/2021 07:00,"0"
03/08/2021 07:15,"0"
03/08/2021 07:30,"3.1371"
03/08/2021 07:45,"6.7435"
03/08/2021 08:00,"25.5364"
03/08/2021 08:15,"40.5705"
03/08/2021 08:30,"67.0867"
03/08/2021 08:45,"70.7766"
03/08/2021 09:00,"69.6436"
03/08/2021 09:15,"61.3708"
03/08/2021 09:30,"95.7618"
03/08/2021 09:45,"132.2283"
03/08/2021 10:00,"160.145"
03/08/2021 10:15,"120.8608"
03/08/2021 10:30,"164.2076"
03/08/2021 10:45,"311.1033"
03/08/2021 11:00,"313.5659"
03/08/2021 11:15,"314.0707"
03/08/2021 11:30,"351.6411"
03/08/2021 11:45,"278.6915"
03/08/2021 12:00,"296.9721"
03/08/2021 12:15,"464.3121"
03/08/2021 12:30,"384.7257"
03/08/2021 12:45,"317.0086"
03/08/2021 13:00,"265.4379"
03/08/2021 13:15,"336.485"
03/08/2021 13:30,"367.821"
03/08/2021 13:45,"278.0299"
03/08/2021 14:00,"317.0296"
03/08/2021 14:15,"317.2414"
03/08/2021 14:30,"200.9821"
03/08/2021 14:45,"283.896"
03/08/2021 15:00,"264.7813"
03/08/2021 15:15,"205.5449"
03/08/2021 15:30,"156.2191"
03/08/2021 15:45,"136.0979"
03/08/2021 16:00,"124.8573"
03/08/2021 16:15,"106.5441"
03/08/2021 16:30,"98.7867"
03/08/2021 16:45,"78.7393"
03/08/2021 17:00,"51.9267"
03/08/2021 17:15,"13.7281"
03/08/2021 17:30,"1.6152"
03/08/2021 17:45,"0"
03/08/2021 18:00,"0"
03/08/2021 18:15,"0"
03/08/2021 18:30,"0"
03/08/2021 18:45,"0"
03/08/2021 19:00,"0"
03/08/2021 19:15,"0"
03/08/2021 19:30,"0"
03/08/2021 19:45,"0"
03/08/2021 20:00,"0"
03/08/2021 20:15,"0"
03/08/2021 20:30,"0"
03/08/2021 20:45,"0"
03/08/2021 21:00,"0"
03/08/2021 21:15,"0"
03/08/2021 21:30,"0"
03/08/2021 21:45,"0"
03/08/2021 22:00,"0"
03/08/2021 22:15,"0"
03/08/2021 22:30,"0"
03/08/2021 22:45,"0"
03/08/2021 23:00,"0"
03/08/2021 23:15,"0"
03/08/2021 23:30,"0"
03/08/2021 23:45,"0"
03/09/2021 00:00,"0"
03/09/2021 00:15,"0"
03/09/2021 00:30,"0"
03/09/2021 00:45,"0"
03/09/2021 01:00,"0"
03/09/2021 01:15,"0"
03/09/2021 01:30,"0"
03/09/2021 01:45,"0"
03/09/2021 02:00,"0"
03/09/2021 02:15,"0"
03/09/2021 02:30,"0"
03/09/2021 02:45,"0"
03/09/2021 03:00,"0"
03/09/2021 03:15,"0"
03/09/2021 03:30,"0"
03/09/2021 03:45,"0"
03/09/2021 04:00,"0"
03/09/2021 04:15,"0"
03/09/2021 04:30,"0"
03/09/2021 04:45,"0"
03/09/2021 05:00,"0"
03/09/2021 05:15,"0"
03/09/2021 05:30,"0"
03/09/2021 05:45,"0"
03/09/2021 06:00,"0"
03/09/2021 06:15,"0"
03/09/2021 06:30,"0"
03/09/2021 06:45,"0"
03/09/2021 07:00,"0"
03/09/2021 07:15,"0"
03/09/2021 07:30,"60.4753"
03/09/2021 07:45,"470.9786"
03/09/2021 08:00,"531.4758"
03/09/2021 08:15,"363.4992"
03/09/2021 08:30,"240.0202"
03/09/2021 08:45,"253.9731"
03/09/2021 09:00,"292.7491"
03/09/2021 09:15,"560.7155"
03/09/2021 09:30,"614.0429"
03/09/2021 09:45,"987.6168"
03/09/2021 10:00,"418.4057"
03/09/2021 10:15,"317.8268"
03/09/2021 10:30,"397.8097"
03/09/2021 10:45,"762.6315"
03/09/2021 11:00,"1086.1447"
03/09/2021 11:15,"657.247"
03/09/2021 11:30,"584.6942"
03/09/2021 11:45,"691.4731"
03/09/2021 12:00,"642.154"
03/09/2021 12:15,"566.105"
03/09/2021 12:30,"480.765"
03/09/2021 12:45,"405.8297"
03/09/2021 13:00,"352.8734"
03/09/2021 13:15,"277.607"
03/09/2021 13:30,"375.6915"
03/09/2021 13:45,"410.7038"
03/09/2021 14:00,"333.4684"
03/09/2021 14:15,"283.2833"
03/09/2021 14:30,"256.9563"
03/09/2021 14:45,"305.8253"
03/09/2021 15:00,"330.2168"
03/09/2021 15:15,"249.8136"
03/09/2021 15:30,"184.9676"
03/09/2021 15:45,"116.8105"
03/09/2021 16:00,"118.7704"
03/09/2021 16:15,"112.8757"
03/09/2021 16:30,"107.109"
03/09/2021 16:45,"54.2396"
03/09/2021 17:00,"51.5905"
03/09/2021 17:15,"8.8136"
03/09/2021 17:30,"0"
03/09/2021 17:45,"0"
03/09/2021 18:00,"0"
03/09/2021 18:15,"0"
03/09/2021 18:30,"0"
03/09/2021 18:45,"0"
03/09/2021 19:00,"0"
03/09/2021 19:15,"0"
03/09/2021 19:30,"0"
03/09/2021 19:45,"0"
03/09/2021 20:00,"0"
03/09/2021 20:15,"0"
03/09/2021 20:30,"0"
03/09/2021 20:45,"0"
03/09/2021 21:00,"0"
03/09/2021 21:15,"0"
03/09/2021 21:30,"0"
03/09/2021 21:45,"0"
03/09/2021 22:00,"0"
03/09/2021 22:15,"0"
03/09/2021 22:30,"0"
03/09/2021 22:45,"0"
03/09/2021 23:00,"0"
03/09/2021 23:15,"0"
03/09/2021 23:30,"0"
03/09/2021 23:45,"0"
03/10/2021 00:00,"0"
03/10/2021 00:15,"0"
03/10/2021 00:30,"0"
03/10/2021 00:45,"0"
03/10/2021 01:00,"0"
03/10/2021 01:15,"0"
03/10/2021 01:30,"0"
03/10/2021 01:45,"0"
03/10/2021 02:00,"0"
03/10/2021 02:15,"0"
03/10/2021 02:30,"0"
03/10/2021 02:45,"0"
03/10/2021 03:00,"0"
03/10/2021 03:15,"0"
03/10/2021 03:30,"0"
03/10/2021 03:45,"0"
03/10/2021 04:00,"0"
03/10/2021 04:15,"0"
03/10/2021 04:30,"0"
03/10/2021 04:45,"0"
03/10/2021 05:00,"0"
03/10/2021 05:15,"0"
03/10/2021 05:30,"0"
03/10/2021 05:45,"0"
03/10/2021 06:00,"0"
03/10/2021 06:15,"0"
03/10/2021 06:30,"0"
03/10/2021 06:45,"0"
03/10/2021 07:00,"0"
03/10/2021 07:15,"0"
03/10/2021 07:30,"0"
03/10/2021 07:45,"0"
03/10/2021 08:00,"0"
03/10/2021 08:15,"0"
03/10/2021 08:30,"0"
03/10/2021 08:45,"0"
03/10/2021 09:00,"25.8079"
03/10/2021 09:15,"126.5357"
03/10/2021 09:30,"154.7712"
03/10/2021 09:45,"235.9243"
03/10/2021 10:00,"237.4947"
03/10/2021 10:15,"305.7381"
03/10/2021 10:30,"346.1054"
03/10/2021 10:45,"373.2139"
03/10/2021 11:00,"408.0392"
03/10/2021 11:15,"443.8006"
03/10/2021 11:30,"477.569"
03/10/2021 11:45,"338.0319"
03/10/2021 12:00,"280.6193"
03/10/2021 12:15,"201.7286"
03/10/2021 12:30,"184.3577"
03/10/2021 12:45,"317.5916"
03/10/2021 13:00,"283.7766"
03/10/2021 13:15,"137.5271"
03/10/2021 13:30,"142.334"
03/10/2021 13:45,"129.4135"
03/10/2021 14:00,"71.3247"
03/10/2021 14:15,"33.7034"
03/10/2021 14:30,"18.6039"
03/10/2021 14:45,"26.0885"
03/10/2021 15:00,"8.1785"
03/10/2021 15:15,"25.1355"
03/10/2021 15:30,"36.6915"
03/10/2021 15:45,"10.3285"
03/10/2021 16:00,"6.621"
03/10/2021 16:15,"2.7929"
03/10/2021 16:30,"16.6209"
03/10/2021 16:45,"0"
03/10/2021 17:00,"0"
03/10/2021 17:15,"0"
03/10/2021 17:30,"0"
03/10/2021 17:45,"0"
03/10/2021 18:00,"0"
03/10/2021 18:15,"0"
03/10/2021 18:30,"0"
03/10/2021 18:45,"0"
03/10/2021 19:00,"0"
03/10/2021 19:15,"0"
03/10/2021 19:30,"0"
03/10/2021 19:45,"0"
03/10/2021 20:00,"0"
03/10/2021 20:15,"0"
03/10/2021 20:30,"0"
03/10/2021 20:45,"0"
03/10/2021 21:00,"0"
03/10/2021 21:15,"0"
03/10/2021 21:30,"0"
03/10/2021 21:45,"0"
03/10/2021 22:00,"0"
03/10/2021 22:15,"0"
03/10/2021 22:30,"0"
03/10/2021 22:45,"0"
03/10/2021 23:00,"0"
03/10/2021 23:15,"0"
03/10/2021 23:30,"0"
03/10/2021 23:45,"0"
03/11/2021 00:00,"0"
03/11/2021 00:15,"0"
03/11/2021 00:30,"0"
03/11/2021 00:45,"0"
03/11/2021 01:00,"0"
03/11/2021 01:15,"0"
03/11/2021 01:30,"0"
03/11/2021 01:45,"0"
03/11/2021 02:00,"0"
03/11/2021 02:15,"0"
03/11/2021 02:30,"0"
03/11/2021 02:45,"0"
03/11/2021 03:00,"0"
03/11/2021 03:15,"0"
03/11/2021 03:30,"0"
03/11/2021 03:45,"0"
03/11/2021 04:00,"0"
03/11/2021 04:15,"0"
03/11/2021 04:30,"0"
03/11/2021 04:45,"0"
03/11/2021 05:00,"0"
03/11/2021 05:15,"0"
