Time,System Production (W)
02/25/2019 00:00,"0"
02/25/2019 00:15,"0"
02/25/2019 00:30,"0"
02/25/2019 00:45,"0"
02/25/2019 01:00,"0"
02/25/2019 01:15,"0"
02/25/2019 01:30,"0"
02/25/2019 01:45,"0"
02/25/2019 02:00,"0"
02/25/2019 02:15,"0"
02/25/2019 02:30,"0"
02/25/2019 02:45,"0"
02/25/2019 03:00,"0"
02/25/2019 03:15,"0"
02/25/2019 03:30,"0"
02/25/2019 03:45,"0"
02/25/2019 04:00,"0"
02/25/2019 04:15,"0"
02/25/2019 04:30,"0"
02/25/2019 04:45,"0"
02/25/2019 05:00,"0"
02/25/2019 05:15,"0"
02/25/2019 05:30,"0"
02/25/2019 05:45,"0"
02/25/2019 06:00,"0"
02/25/2019 06:15,"0"
02/25/2019 06:30,"0"
02/25/2019 06:45,"0"
02/25/2019 07:00,"0"
02/25/2019 07:15,"0"
02/25/2019 07:30,"0"
02/25/2019 07:45,"9.7099"
02/25/2019 08:00,"18.102"
02/25/2019 08:15,"89.3028"
02/25/2019 08:30,"158.9049"
02/25/2019 08:45,"152.2442"
02/25/2019 09:00,"248.0063"
02/25/2019 09:15,"295.9521"
02/25/2019 09:30,"146.168"
02/25/2019 09:45,"453.3884"
02/25/2019 10:00,"532.905"
02/25/2019 10:15,"526.8793"
02/25/2019 10:30,"718.6012"
02/25/2019 10:45,"746.552"
02/25/2019 11:00,"789.6229"
02/25/2019 11:15,"829.4482"
02/25/2019 11:30,"805.0648"
02/25/2019 11:45,"634.825"
02/25/2019 12:00,"691.2384"
02/25/2019 12:15,"756.4496"
02/25/2019 12:30,"593.705"
02/25/2019 12:45,"512.5473"
02/25/2019 13:00,"271.9393"
02/25/2019 13:15,"219.3276"
02/25/2019 13:30,"191.2719"
02/25/2019 13:45,"183.0943"
02/25/2019 14:00,"189.1737"
02/25/2019 14:15,"190.2417"
02/25/2019 14:30,"180.8394"
02/25/2019 14:45,"164.4959"
02/25/2019 15:00,"160.7005"
02/25/2019 15:15,"128.3552"
02/25/2019 15:30,"113.7015"
02/25/2019 15:45,"118.1975"
02/25/2019 16:00,"119.6129"
02/25/2019 16:15,"123.8981"
02/25/2019 16:30,"99.16"
02/25/2019 16:45,"64.8629"
02/25/2019 17:00,"37.8048"
02/25/2019 17:15,"0.5828"
02/25/2019 17:30,"0"
02/25/2019 17:45,"0"
02/25/2019 18:00,"0"
02/25/2019 18:15,"0"
02/25/2019 18:30,"0"
02/25/2019 18:45,"0"
02/25/2019 19:00,"0"
02/25/2019 19:15,"0"
02/25/2019 19:30,"0"
02/25/2019 19:45,"0"
02/25/2019 20:00,"0"
02/25/2019 20:15,"0"
02/25/2019 20:30,"0"
02/25/2019 20:45,"0"
02/25/2019 21:00,"0"
02/25/2019 21:15,"0"
02/25/2019 21:30,"0"
02/25/2019 21:45,"0"
02/25/2019 22:00,"0"
02/25/2019 22:15,"0"
02/25/2019 22:30,"0"
02/25/2019 22:45,"0"
02/25/2019 23:00,"0"
02/25/2019 23:15,"0"
02/25/2019 23:30,"0"
02/25/2019 23:45,"0"
02/26/2019 00:00,"0"
02/26/2019 00:15,"0"
02/26/2019 00:30,"0"
02/26/2019 00:45,"0"
02/26/2019 01:00,"0"
02/26/2019 01:15,"0"
02/26/2019 01:30,"0"
02/26/2019 01:45,"0"
02/26/2019 02:00,"0"
02/26/2019 02:15,"0"
02/26/2019 02:30,"0"
02/26/2019 02:45,"0"
02/26/2019 03:00,"0"
02/26/2019 03:15,"0"
02/26/2019 03:30,"0"
02/26/2019 03:45,"0"
02/26/2019 04:00,"0"
02/26/2019 04:15,"0"
02/26/2019 04:30,"0"
02/26/2019 04:45,"0"
02/26/2019 05:00,"0"
02/26/2019 05:15,"0"
02/26/2019 05:30,"0"
02/26/2019 05:45,"0"
02/26/2019 06:00,"0"
02/26/2019 06:15,"0"
02/26/2019 06:30,"0"
02/26/2019 06:45,"0"
02/26/2019 07:00,"0"
02/26/2019 07:15,"0"
02/26/2019 07:30,"0"
02/26/2019 07:45,"1.1482"
02/26/2019 08:00,"2.8335"
02/26/2019 08:15,"10.8881"
02/26/2019 08:30,"29.0915"
02/26/2019 08:45,"43.1289"
02/26/2019 09:00,"50.5286"
02/26/2019 09:15,"61.2365"
02/26/2019 09:30,"76.127"
02/26/2019 09:45,"113.3033"
02/26/2019 10:00,"114.6482"
02/26/2019 10:15,"137.4149"
02/26/2019 10:30,"136.5131"
02/26/2019 10:45,"146.1661"
02/26/2019 11:00,"181.0718"
02/26/2019 11:15,"235.6735"
02/26/2019 11:30,"269.2025"
02/26/2019 11:45,"331.5699"
02/26/2019 12:00,"460.4358"
02/26/2019 12:15,"470.9053"
02/26/2019 12:30,"357.5234"
02/26/2019 12:45,"267.8731"
02/26/2019 13:00,"222.0191"
02/26/2019 13:15,"225.0923"
02/26/2019 13:30,"220.3469"
02/26/2019 13:45,"225.9938"
02/26/2019 14:00,"213.874"
02/26/2019 14:15,"178.8976"
02/26/2019 14:30,"156.9581"
02/26/2019 14:45,"179.0468"
02/26/2019 15:00,"137.7196"
02/26/2019 15:15,"125.8477"
02/26/2019 15:30,"114.2595"
02/26/2019 15:45,"104.8515"
02/26/2019 16:00,"85.3869"
02/26/2019 16:15,"78.7606"
02/26/2019 16:30,"58.1796"
02/26/2019 16:45,"33.63"
02/26/2019 17:00,"13.2593"
02/26/2019 17:15,"0"
02/26/2019 17:30,"0"
02/26/2019 17:45,"0"
02/26/2019 18:00,"0"
02/26/2019 18:15,"0"
02/26/2019 18:30,"0"
02/26/2019 18:45,"0"
02/26/2019 19:00,"0"
02/26/2019 19:15,"0"
02/26/2019 19:30,"0"
02/26/2019 19:45,"0"
02/26/2019 20:00,"0"
02/26/2019 20:15,"0"
02/26/2019 20:30,"0"
02/26/2019 20:45,"0"
02/26/2019 21:00,"0"
02/26/2019 21:15,"0"
02/26/2019 21:30,"0"
02/26/2019 21:45,"0"
02/26/2019 22:00,"0"
02/26/2019 22:15,"0"
02/26/2019 22:30,"0"
02/26/2019 22:45,"0"
02/26/2019 23:00,"0"
02/26/2019 23:15,"0"
02/26/2019 23:30,"0"
02/26/2019 23:45,"0"
02/27/2019 00:00,"0"
02/27/2019 00:15,"0"
02/27/2019 00:30,"0"
02/27/2019 00:45,"0"
02/27/2019 01:00,"0"
02/27/2019 01:15,"0"
02/27/2019 01:30,"0"
02/27/2019 01:45,"0"
02/27/2019 02:00,"0"
02/27/2019 02:15,"0"
02/27/2019 02:30,"0"
02/27/2019 02:45,"0"
02/27/2019 03:00,"0"
02/27/2019 03:15,"0"
02/27/2019 03:30,"0"
02/27/2019 03:45,"0"
02/27/2019 04:00,"0"
02/27/2019 04:15,"0"
02/27/2019 04:30,"0"
02/27/2019 04:45,"0"
02/27/2019 05:00,"0"
02/27/2019 05:15,"0"
02/27/2019 05:30,"0"
02/27/2019 05:45,"0"
02/27/2019 06:00,"0"
02/27/2019 06:15,"0"
02/27/2019 06:30,"0"
02/27/2019 06:45,"0"
02/27/2019 07:00,"0"
02/27/2019 07:15,"0"
02/27/2019 07:30,"0"
02/27/2019 07:45,"0"
02/27/2019 08:00,"18.1943"
02/27/2019 08:15,"45.5473"
02/27/2019 08:30,"72.4098"
02/27/2019 08:45,"64.4956"
02/27/2019 09:00,"42.7629"
02/27/2019 09:15,"73.0085"
02/27/2019 09:30,"161.2501"
02/27/2019 09:45,"222.3699"
02/27/2019 10:00,"322.3065"
02/27/2019 10:15,"610.6257"
02/27/2019 10:30,"428.8443"
02/27/2019 10:45,"462.2194"
02/27/2019 11:00,"468.9172"
02/27/2019 11:15,"493.4112"
02/27/2019 11:30,"455.9716"
02/27/2019 11:45,"404.1208"
02/27/2019 12:00,"887.2902"
02/27/2019 12:15,"678.6363"
02/27/2019 12:30,"614.5346"
02/27/2019 12:45,"374.2125"
02/27/2019 13:00,"443.8301"
02/27/2019 13:15,"527.978"
02/27/2019 13:30,"467.9882"
02/27/2019 13:45,"451.7596"
02/27/2019 14:00,"311.6425"
02/27/2019 14:15,"283.3352"
02/27/2019 14:30,"572.3157"
02/27/2019 14:45,"402.2662"
02/27/2019 15:00,"252.3666"
02/27/2019 15:15,"119.4138"
02/27/2019 15:30,"89.8708"
02/27/2019 15:45,"106.9803"
02/27/2019 16:00,"89.9772"
02/27/2019 16:15,"93.4669"
02/27/2019 16:30,"114.9258"
02/27/2019 16:45,"58.1559"
02/27/2019 17:00,"30.9773"
02/27/2019 17:15,"12.1074"
02/27/2019 17:30,"2.4162"
02/27/2019 17:45,"0"
02/27/2019 18:00,"0"
02/27/2019 18:15,"0"
02/27/2019 18:30,"0"
02/27/2019 18:45,"0"
02/27/2019 19:00,"0"
02/27/2019 19:15,"0"
02/27/2019 19:30,"0"
02/27/2019 19:45,"0"
02/27/2019 20:00,"0"
02/27/2019 20:15,"0"
02/27/2019 20:30,"0"
02/27/2019 20:45,"0"
02/27/2019 21:00,"0"
02/27/2019 21:15,"0"
02/27/2019 21:30,"0"
02/27/2019 21:45,"0"
02/27/2019 22:00,"0"
02/27/2019 22:15,"0"
02/27/2019 22:30,"0"
02/27/2019 22:45,"0"
02/27/2019 23:00,"0"
02/27/2019 23:15,"0"
02/27/2019 23:30,"0"
02/27/2019 23:45,"0"
02/28/2019 00:00,"0"
02/28/2019 00:15,"0"
02/28/2019 00:30,"0"
02/28/2019 00:45,"0"
02/28/2019 01:00,"0"
02/28/2019 01:15,"0"
02/28/2019 01:30,"0"
02/28/2019 01:45,"0"
02/28/2019 02:00,"0"
02/28/2019 02:15,"0"
02/28/2019 02:30,"0"
02/28/2019 02:45,"0"
02/28/2019 03:00,"0"
02/28/2019 03:15,"0"
02/28/2019 03:30,"0"
02/28/2019 03:45,"0"
02/28/2019 04:00,"0"
02/28/2019 04:15,"0"
02/28/2019 04:30,"0"
02/28/2019 04:45,"0"
02/28/2019 05:00,"0"
02/28/2019 05:15,"0"
02/28/2019 05:30,"0"
02/28/2019 05:45,"0"
02/28/2019 06:00,"0"
02/28/2019 06:15,"0"
02/28/2019 06:30,"0"
02/28/2019 06:45,"0"
02/28/2019 07:00,"0"
02/28/2019 07:15,"0"
02/28/2019 07:30,"1.4148"
02/28/2019 07:45,"9.8409"
02/28/2019 08:00,"42.8305"
02/28/2019 08:15,"71.0899"
02/28/2019 08:30,"156.1616"
02/28/2019 08:45,"138.5592"
02/28/2019 09:00,"166.4142"
02/28/2019 09:15,"354.0052"
02/28/2019 09:30,"507.4951"
02/28/2019 09:45,"544.6175"
02/28/2019 10:00,"633.1294"
02/28/2019 10:15,"695.7275"
02/28/2019 10:30,"831.3344"
02/28/2019 10:45,"692.8679"
02/28/2019 11:00,"799.922"
02/28/2019 11:15,"761.9268"
02/28/2019 11:30,"500.8098"
02/28/2019 11:45,"369.7209"
02/28/2019 12:00,"282.8421"
02/28/2019 12:15,"465.5928"
02/28/2019 12:30,"433.4429"
02/28/2019 12:45,"393.9567"
02/28/2019 13:00,"327.1194"
02/28/2019 13:15,"404.6822"
02/28/2019 13:30,"380.9331"
02/28/2019 13:45,"358.0257"
02/28/2019 14:00,"439.6071"
02/28/2019 14:15,"368.5581"
02/28/2019 14:30,"204.6634"
02/28/2019 14:45,"77.7039"
02/28/2019 15:00,"89.0066"
02/28/2019 15:15,"179.2671"
02/28/2019 15:30,"220.2476"
02/28/2019 15:45,"315.1481"
02/28/2019 16:00,"292.3376"
02/28/2019 16:15,"65.0565"
02/28/2019 16:30,"77.8671"
02/28/2019 16:45,"57.9034"
02/28/2019 17:00,"27.6509"
02/28/2019 17:15,"0"
02/28/2019 17:30,"0"
02/28/2019 17:45,"0"
02/28/2019 18:00,"0"
02/28/2019 18:15,"0"
02/28/2019 18:30,"0"
02/28/2019 18:45,"0"
02/28/2019 19:00,"0"
02/28/2019 19:15,"0"
02/28/2019 19:30,"0"
02/28/2019 19:45,"0"
02/28/2019 20:00,"0"
02/28/2019 20:15,"0"
02/28/2019 20:30,"0"
02/28/2019 20:45,"0"
02/28/2019 21:00,"0"
02/28/2019 21:15,"0"
02/28/2019 21:30,"0"
02/28/2019 21:45,"0"
02/28/2019 22:00,"0"
02/28/2019 22:15,"0"
02/28/2019 22:30,"0"
02/28/2019 22:45,"0"
02/28/2019 23:00,"0"
02/28/2019 23:15,"0"
02/28/2019 23:30,"0"
02/28/2019 23:45,"0"
03/01/2019 00:00,"0"
03/01/2019 00:15,"0"
03/01/2019 00:30,"0"
03/01/2019 00:45,"0"
03/01/2019 01:00,"0"
03/01/2019 01:15,"0"
03/01/2019 01:30,"0"
03/01/2019 01:45,"0"
03/01/2019 02:00,"0"
03/01/2019 02:15,"0"
03/01/2019 02:30,"0"
03/01/2019 02:45,"0"
03/01/2019 03:00,"0"
03/01/2019 03:15,"0"
03/01/2019 03:30,"0"
03/01/2019 03:45,"0"
03/01/2019 04:00,"0"
03/01/2019 04:15,"0"
03/01/2019 04:30,"0"
03/01/2019 04:45,"0"
03/01/2019 05:00,"0"
03/01/2019 05:15,"0"
03/01/2019 05:30,"0"
03/01/2019 05:45,"0"
03/01/2019 06:00,"0"
03/01/2019 06:15,"0"
03/01/2019 06:30,"0"
03/01/2019 06:45,"0"
03/01/2019 07:00,"0"
03/01/2019 07:15,"0"
03/01/2019 07:30,"0.8488"
03/01/2019 07:45,"7.4875"
03/01/2019 08:00,"72.9159"
03/01/2019 08:15,"128.0493"
03/01/2019 08:30,"185.8673"
03/01/2019 08:45,"66.5735"
03/01/2019 09:00,"96.5039"
03/01/2019 09:15,"92.306"
03/01/2019 09:30,"213.4899"
03/01/2019 09:45,"171.9454"
03/01/2019 10:00,"197.2418"
03/01/2019 10:15,"238.3445"
03/01/2019 10:30,"293.1681"
03/01/2019 10:45,"362.85"
03/01/2019 11:00,"324.4764"
03/01/2019 11:15,"509.6765"
03/01/2019 11:30,"242.0298"
03/01/2019 11:45,"690.2439"
03/01/2019 12:00,"922.4703"
03/01/2019 12:15,"486.1441"
03/01/2019 12:30,"409.9783"
03/01/2019 12:45,"476.2636"
03/01/2019 13:00,"663.889"
03/01/2019 13:15,"516.4501"
03/01/2019 13:30,"311.1736"
03/01/2019 13:45,"559.6688"
03/01/2019 14:00,"338.2598"
03/01/2019 14:15,"343.3214"
03/01/2019 14:30,"186.6513"
03/01/2019 14:45,"229.0839"
03/01/2019 15:00,"245.0542"
03/01/2019 15:15,"208.1419"
03/01/2019 15:30,"258.701"
03/01/2019 15:45,"123.9793"
03/01/2019 16:00,"243.2885"
03/01/2019 16:15,"162.0116"
03/01/2019 16:30,"146.353"
03/01/2019 16:45,"73.1491"
03/01/2019 17:00,"40.1109"
03/01/2019 17:15,"2.7526"
03/01/2019 17:30,"0"
03/01/2019 17:45,"0"
03/01/2019 18:00,"0"
03/01/2019 18:15,"0"
03/01/2019 18:30,"0"
03/01/2019 18:45,"0"
03/01/2019 19:00,"0"
03/01/2019 19:15,"0"
03/01/2019 19:30,"0"
03/01/2019 19:45,"0"
03/01/2019 20:00,"0"
03/01/2019 20:15,"0"
03/01/2019 20:30,"0"
03/01/2019 20:45,"0"
03/01/2019 21:00,"0"
03/01/2019 21:15,"0"
03/01/2019 21:30,"0"
03/01/2019 21:45,"0"
03/01/2019 22:00,"0"
03/01/2019 22:15,"0"
03/01/2019 22:30,"0"
